ip,port,timeout,print_time,total,success,fail,packet_lose_ratio,delay_min,delay_max,delay_avg,delay_stdev
43.227.197.138,443,3s,2022-04-06 12:03:15,182,173,9,5.62%,263.48ms,1715.57ms,626.82ms,495.26ms

Fail:
time,seq,reason
2022-04-06 12:01:15,62,280.88ms
2022-04-06 12:01:16,63,292.35ms
2022-04-06 12:01:17,64,1299.42ms
2022-04-06 12:01:18,65,1290.43ms
2022-04-06 12:01:19,66,283.02ms
2022-04-06 12:01:20,67,287.35ms
2022-04-06 12:01:21,68,291.62ms
2022-04-06 12:01:22,69,291.51ms
2022-04-06 12:01:23,70,1318.31ms
2022-04-06 12:01:24,71,1702.78ms
2022-04-06 12:01:25,72,323.59ms
2022-04-06 12:01:26,73,319.07ms
2022-04-06 12:01:27,74,310.62ms
2022-04-06 12:01:28,75,1309.01ms
2022-04-06 12:01:29,76,315.86ms
2022-04-06 12:01:30,77,309.35ms
2022-04-06 12:01:31,78,306.36ms
2022-04-06 12:01:32,79,311.14ms
2022-04-06 12:01:33,80,1309.40ms
2022-04-06 12:01:34,81,318.50ms
2022-04-06 12:01:35,82,303.96ms
2022-04-06 12:01:37,84,319.34ms
2022-04-06 12:01:38,85,311.54ms
2022-04-06 12:01:39,86,313.23ms
2022-04-06 12:01:40,87,325.69ms
2022-04-06 12:01:42,89,294.88ms
2022-04-06 12:01:43,90,1330.98ms
2022-04-06 12:01:44,91,1342.75ms
2022-04-06 12:01:45,92,302.18ms
2022-04-06 12:01:46,93,1333.10ms
2022-04-06 12:01:47,94,1331.50ms
2022-04-06 12:01:48,95,302.17ms
2022-04-06 12:01:49,96,304.08ms
2022-04-06 12:01:50,97,309.53ms
2022-04-06 12:01:51,98,311.68ms
2022-04-06 12:01:52,99,1498.79ms
2022-04-06 12:01:53,100,1715.57ms
2022-04-06 12:01:54,101,1310.76ms
2022-04-06 12:01:55,102,1301.58ms
2022-04-06 12:01:56,103,1293.88ms
2022-04-06 12:01:57,104,293.86ms
2022-04-06 12:01:58,105,1319.01ms
2022-04-06 12:01:59,106,1349.94ms
2022-04-06 12:02:00,107,1303.98ms
2022-04-06 12:02:01,108,284.54ms
2022-04-06 12:02:02,109,294.34ms
2022-04-06 12:02:03,110,306.09ms
2022-04-06 12:02:04,111,294.81ms
2022-04-06 12:02:05,112,305.64ms
2022-04-06 12:02:06,113,1295.84ms
2022-04-06 12:02:07,114,304.37ms
2022-04-06 12:02:08,115,298.67ms
2022-04-06 12:02:09,116,303.17ms
2022-04-06 12:02:10,117,288.16ms
2022-04-06 12:02:12,119,1317.30ms
2022-04-06 12:02:13,120,275.33ms
2022-04-06 12:02:14,121,275.57ms
2022-04-06 12:02:15,122,274.01ms
2022-04-06 12:02:16,123,1316.93ms
2022-04-06 12:02:17,124,300.44ms
2022-04-06 12:02:18,125,1304.80ms
2022-04-06 12:02:19,126,1310.82ms
2022-04-06 12:02:20,127,283.78ms
2022-04-06 12:02:21,128,288.19ms
2022-04-06 12:02:22,129,283.05ms
2022-04-06 12:02:23,130,299.31ms
2022-04-06 12:02:24,131,288.90ms
2022-04-06 12:02:25,132,280.19ms
2022-04-06 12:02:26,133,1498.58ms
2022-04-06 12:02:27,134,285.41ms
2022-04-06 12:02:28,135,288.08ms
2022-04-06 12:02:29,136,290.39ms
2022-04-06 12:02:30,137,300.26ms
2022-04-06 12:02:31,138,285.84ms
2022-04-06 12:02:32,139,295.38ms
2022-04-06 12:02:33,140,1285.98ms
2022-04-06 12:02:34,141,1398.69ms
2022-04-06 12:02:35,142,275.74ms
2022-04-06 12:02:36,143,281.68ms
2022-04-06 12:02:38,145,285.56ms
2022-04-06 12:02:39,146,278.74ms
2022-04-06 12:02:40,147,1297.61ms
2022-04-06 12:02:41,148,300.70ms
2022-04-06 12:02:42,149,287.77ms
2022-04-06 12:02:43,150,1479.26ms
2022-04-06 12:02:44,151,282.67ms
2022-04-06 12:02:45,152,279.85ms
2022-04-06 12:02:46,153,1490.84ms
2022-04-06 12:02:47,154,283.84ms
2022-04-06 12:02:48,155,1285.30ms
2022-04-06 12:02:49,156,1284.88ms
2022-04-06 12:02:50,157,1308.31ms
2022-04-06 12:02:51,158,1314.01ms
2022-04-06 12:02:52,159,1321.78ms
2022-04-06 12:02:54,161,272.90ms
2022-04-06 12:02:55,162,299.10ms
2022-04-06 12:02:56,163,300.30ms
2022-04-06 12:02:57,164,305.72ms
2022-04-06 12:02:58,165,278.35ms
2022-04-06 12:02:59,166,291.39ms
2022-04-06 12:03:00,167,282.24ms
2022-04-06 12:03:01,168,290.01ms
2022-04-06 12:03:02,169,280.67ms
2022-04-06 12:03:03,170,278.73ms
2022-04-06 12:03:04,171,296.20ms
2022-04-06 12:03:05,172,1483.95ms
2022-04-06 12:03:06,173,284.44ms
2022-04-06 12:03:07,174,299.79ms
2022-04-06 12:03:08,175,286.16ms
2022-04-06 12:03:09,176,292.76ms
2022-04-06 12:03:10,177,288.11ms
2022-04-06 12:03:11,178,287.63ms
2022-04-06 12:03:12,179,1492.96ms
2022-04-06 12:03:13,180,1271.32ms
2022-04-06 12:03:14,181,272.70ms
2022-04-06 12:03:15,182,286.42ms
