ip,port,timeout,print_time,total,success,fail,packet_lose_ratio,delay_min,delay_max,delay_avg,delay_stdev
43.227.197.138,443,3s,2022-04-06 13:20:03,4786,4524,262,5.47%,255.63ms,2415.38ms,618.93ms,497.35ms

Fail:
time,seq,reason
2022-04-06 12:17:38,1045,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:18:31,1098,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:19:21,1148,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:19:34,1161,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:19:42,1169,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:20:05,1192,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:20:11,1198,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:21:13,1260,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:22:01,1308,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:22:23,1330,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:22:42,1349,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:22:46,1353,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:22:49,1356,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:22:51,1358,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:22:55,1362,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:23:11,1378,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:23:23,1390,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:23:38,1405,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:24:02,1429,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:25:09,1496,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:25:20,1507,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:25:26,1513,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:25:27,1514,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:25:35,1522,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:25:37,1524,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:25:38,1525,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:25:44,1531,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:25:47,1534,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:25:52,1539,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:26:04,1551,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:26:07,1554,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:26:43,1590,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:27:10,1617,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:27:45,1652,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:27:59,1666,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:28:10,1677,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:28:37,1704,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:28:39,1706,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:29:03,1730,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:29:41,1768,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:30:02,1789,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:31:16,1863,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:32:04,1911,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:32:22,1929,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:32:25,1932,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:32:46,1953,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:33:38,2005,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:34:10,2037,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:34:48,2074,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:34:55,2081,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:35:24,2110,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:35:27,2113,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:35:37,2123,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:35:43,2129,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:36:18,2164,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:36:33,2179,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:36:44,2190,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:37:19,2225,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:38:04,2270,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:38:09,2275,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:38:11,2277,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:38:13,2279,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:38:15,2281,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:38:16,2282,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:38:23,2289,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:38:47,2313,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:39:44,2370,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:39:56,2382,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:40:22,2408,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:40:32,2418,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:40:39,2425,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:41:20,2466,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:41:24,2470,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:41:26,2472,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:41:28,2474,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:41:30,2476,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:41:44,2490,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:42:15,2521,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:43:18,2584,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:44:24,2650,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:44:34,2660,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:44:43,2669,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:44:54,2680,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:45:00,2686,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:45:04,2690,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:45:38,2724,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:45:56,2742,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:46:07,2753,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:46:20,2766,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:46:29,2775,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:46:43,2789,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:46:50,2796,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:46:52,2798,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:47:19,2825,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:48:33,2899,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:48:56,2922,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:49:00,2926,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:49:27,2953,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:49:29,2955,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:49:30,2956,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:49:31,2957,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:49:42,2968,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:49:45,2971,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:49:56,2982,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:50:12,2998,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:50:20,3006,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:50:25,3011,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:50:30,3016,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:50:35,3021,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:50:42,3028,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:51:46,3092,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:51:51,3097,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:51:57,3103,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:53:49,3215,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:54:00,3226,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:54:18,3244,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:54:28,3254,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:54:37,3263,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:54:38,3264,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:55:35,3321,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:55:44,3330,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:56:02,3348,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:56:12,3358,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:56:26,3372,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:56:27,3373,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:56:41,3387,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:56:42,3388,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:56:46,3392,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:56:53,3399,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:56:54,3400,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:56:55,3401,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:57:06,3412,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:57:24,3430,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:57:35,3441,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:58:22,3488,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:58:36,3502,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:58:43,3509,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:58:47,3513,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 12:59:37,3563,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:00:02,3588,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:00:11,3597,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:00:35,3621,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:00:43,3629,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:00:44,3630,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:01:03,3649,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:01:11,3657,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:01:21,3667,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:01:24,3670,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:01:32,3678,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:01:38,3684,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:01:41,3687,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:01:55,3701,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:02:40,3746,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:02:45,3751,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:02:59,3765,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:03:24,3790,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:03:55,3821,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:03:56,3822,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:04:32,3858,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:05:06,3892,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:05:12,3898,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:05:16,3902,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:05:18,3904,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:05:56,3942,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:06:35,3981,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:06:49,3995,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:07:40,4046,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:07:53,4059,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:08:00,4066,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:08:12,4078,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:08:15,4081,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:08:19,4085,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:08:41,4107,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:08:47,4113,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:09:08,4134,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:09:10,4136,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:09:24,4150,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:09:28,4154,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:09:37,4163,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:09:38,4164,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:09:47,4173,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:10:24,4210,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:10:31,4217,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:10:58,4244,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:11:29,4275,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:11:38,4284,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:11:42,4288,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:12:04,4310,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:12:26,4332,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:12:39,4345,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:12:57,4363,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:13:03,4369,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:13:16,4382,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:13:46,4412,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:13:49,4415,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:13:56,4422,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:14:00,4426,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:14:10,4436,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:14:11,4437,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:14:38,4464,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:15:03,4489,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:15:17,4503,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:15:28,4514,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:15:50,4536,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:15:52,4538,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:15:53,4539,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:15:56,4542,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:15:57,4543,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:16:15,4561,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:16:26,4572,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:16:57,4603,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:17:13,4619,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:17:23,4629,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:17:25,4631,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:18:11,4677,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:18:12,4678,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:18:47,4713,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:19:17,4743,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:19:27,4753,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:19:37,4763,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:20:00,4786,dial tcp 43.227.197.138:443: i/o timeout

Success:
time,seq,delay
2022-04-06 12:00:14,1,1307.12ms
2022-04-06 12:00:15,2,277.45ms
2022-04-06 12:00:16,3,1289.00ms
2022-04-06 12:00:17,4,286.09ms
2022-04-06 12:00:18,5,263.48ms
2022-04-06 12:00:19,6,288.97ms
2022-04-06 12:00:20,7,1297.12ms
2022-04-06 12:00:21,8,275.26ms
2022-04-06 12:00:22,9,289.03ms
2022-04-06 12:00:23,10,294.98ms
2022-04-06 12:00:24,11,285.73ms
2022-04-06 12:00:25,12,299.41ms
2022-04-06 12:00:27,14,1321.80ms
2022-04-06 12:00:28,15,1306.85ms
2022-04-06 12:00:29,16,1299.79ms
2022-04-06 12:00:30,17,272.03ms
2022-04-06 12:00:31,18,287.44ms
2022-04-06 12:00:32,19,280.43ms
2022-04-06 12:00:33,20,280.99ms
2022-04-06 12:00:34,21,279.53ms
2022-04-06 12:00:35,22,1309.91ms
2022-04-06 12:00:36,23,284.74ms
2022-04-06 12:00:37,24,1277.81ms
2022-04-06 12:00:38,25,278.63ms
2022-04-06 12:00:40,27,288.77ms
2022-04-06 12:00:41,28,1597.21ms
2022-04-06 12:00:42,29,274.68ms
2022-04-06 12:00:43,30,298.08ms
2022-04-06 12:00:44,31,1285.70ms
2022-04-06 12:00:46,33,285.20ms
2022-04-06 12:00:47,34,1315.40ms
2022-04-06 12:00:48,35,295.57ms
2022-04-06 12:00:49,36,285.98ms
2022-04-06 12:00:50,37,278.58ms
2022-04-06 12:00:51,38,1316.48ms
2022-04-06 12:00:52,39,1309.06ms
2022-04-06 12:00:53,40,298.63ms
2022-04-06 12:00:54,41,287.35ms
2022-04-06 12:00:55,42,1289.46ms
2022-04-06 12:00:56,43,287.63ms
2022-04-06 12:00:57,44,292.03ms
2022-04-06 12:00:58,45,283.71ms
2022-04-06 12:00:59,46,284.07ms
2022-04-06 12:01:00,47,286.05ms
2022-04-06 12:01:01,48,1282.44ms
2022-04-06 12:01:02,49,285.99ms
2022-04-06 12:01:03,50,1289.85ms
2022-04-06 12:01:05,52,278.58ms
2022-04-06 12:01:06,53,277.82ms
2022-04-06 12:01:07,54,281.39ms
2022-04-06 12:01:08,55,285.15ms
2022-04-06 12:01:09,56,284.65ms
2022-04-06 12:01:10,57,276.94ms
2022-04-06 12:01:11,58,1282.73ms
2022-04-06 12:01:12,59,276.35ms
2022-04-06 12:01:13,60,295.35ms
2022-04-06 12:01:14,61,1310.95ms
2022-04-06 12:01:15,62,280.88ms
2022-04-06 12:01:16,63,292.35ms
2022-04-06 12:01:17,64,1299.42ms
2022-04-06 12:01:18,65,1290.43ms
2022-04-06 12:01:19,66,283.02ms
2022-04-06 12:01:20,67,287.35ms
2022-04-06 12:01:21,68,291.62ms
2022-04-06 12:01:22,69,291.51ms
2022-04-06 12:01:23,70,1318.31ms
2022-04-06 12:01:24,71,1702.78ms
2022-04-06 12:01:25,72,323.59ms
2022-04-06 12:01:26,73,319.07ms
2022-04-06 12:01:27,74,310.62ms
2022-04-06 12:01:28,75,1309.01ms
2022-04-06 12:01:29,76,315.86ms
2022-04-06 12:01:30,77,309.35ms
2022-04-06 12:01:31,78,306.36ms
2022-04-06 12:01:32,79,311.14ms
2022-04-06 12:01:33,80,1309.40ms
2022-04-06 12:01:34,81,318.50ms
2022-04-06 12:01:35,82,303.96ms
2022-04-06 12:01:37,84,319.34ms
2022-04-06 12:01:38,85,311.54ms
2022-04-06 12:01:39,86,313.23ms
2022-04-06 12:01:40,87,325.69ms
2022-04-06 12:01:42,89,294.88ms
2022-04-06 12:01:43,90,1330.98ms
2022-04-06 12:01:44,91,1342.75ms
2022-04-06 12:01:45,92,302.18ms
2022-04-06 12:01:46,93,1333.10ms
2022-04-06 12:01:47,94,1331.50ms
2022-04-06 12:01:48,95,302.17ms
2022-04-06 12:01:49,96,304.08ms
2022-04-06 12:01:50,97,309.53ms
2022-04-06 12:01:51,98,311.68ms
2022-04-06 12:01:52,99,1498.79ms
2022-04-06 12:01:53,100,1715.57ms
2022-04-06 12:01:54,101,1310.76ms
2022-04-06 12:01:55,102,1301.58ms
2022-04-06 12:01:56,103,1293.88ms
2022-04-06 12:01:57,104,293.86ms
2022-04-06 12:01:58,105,1319.01ms
2022-04-06 12:01:59,106,1349.94ms
2022-04-06 12:02:00,107,1303.98ms
2022-04-06 12:02:01,108,284.54ms
2022-04-06 12:02:02,109,294.34ms
2022-04-06 12:02:03,110,306.09ms
2022-04-06 12:02:04,111,294.81ms
2022-04-06 12:02:05,112,305.64ms
2022-04-06 12:02:06,113,1295.84ms
2022-04-06 12:02:07,114,304.37ms
2022-04-06 12:02:08,115,298.67ms
2022-04-06 12:02:09,116,303.17ms
2022-04-06 12:02:10,117,288.16ms
2022-04-06 12:02:12,119,1317.30ms
2022-04-06 12:02:13,120,275.33ms
2022-04-06 12:02:14,121,275.57ms
2022-04-06 12:02:15,122,274.01ms
2022-04-06 12:02:16,123,1316.93ms
2022-04-06 12:02:17,124,300.44ms
2022-04-06 12:02:18,125,1304.80ms
2022-04-06 12:02:19,126,1310.82ms
2022-04-06 12:02:20,127,283.78ms
2022-04-06 12:02:21,128,288.19ms
2022-04-06 12:02:22,129,283.05ms
2022-04-06 12:02:23,130,299.31ms
2022-04-06 12:02:24,131,288.90ms
2022-04-06 12:02:25,132,280.19ms
2022-04-06 12:02:26,133,1498.58ms
2022-04-06 12:02:27,134,285.41ms
2022-04-06 12:02:28,135,288.08ms
2022-04-06 12:02:29,136,290.39ms
2022-04-06 12:02:30,137,300.26ms
2022-04-06 12:02:31,138,285.84ms
2022-04-06 12:02:32,139,295.38ms
2022-04-06 12:02:33,140,1285.98ms
2022-04-06 12:02:34,141,1398.69ms
2022-04-06 12:02:35,142,275.74ms
2022-04-06 12:02:36,143,281.68ms
2022-04-06 12:02:38,145,285.56ms
2022-04-06 12:02:39,146,278.74ms
2022-04-06 12:02:40,147,1297.61ms
2022-04-06 12:02:41,148,300.70ms
2022-04-06 12:02:42,149,287.77ms
2022-04-06 12:02:43,150,1479.26ms
2022-04-06 12:02:44,151,282.67ms
2022-04-06 12:02:45,152,279.85ms
2022-04-06 12:02:46,153,1490.84ms
2022-04-06 12:02:47,154,283.84ms
2022-04-06 12:02:48,155,1285.30ms
2022-04-06 12:02:49,156,1284.88ms
2022-04-06 12:02:50,157,1308.31ms
2022-04-06 12:02:51,158,1314.01ms
2022-04-06 12:02:52,159,1321.78ms
2022-04-06 12:02:54,161,272.90ms
2022-04-06 12:02:55,162,299.10ms
2022-04-06 12:02:56,163,300.30ms
2022-04-06 12:02:57,164,305.72ms
2022-04-06 12:02:58,165,278.35ms
2022-04-06 12:02:59,166,291.39ms
2022-04-06 12:03:00,167,282.24ms
2022-04-06 12:03:01,168,290.01ms
2022-04-06 12:03:02,169,280.67ms
2022-04-06 12:03:03,170,278.73ms
2022-04-06 12:03:04,171,296.20ms
2022-04-06 12:03:05,172,1483.95ms
2022-04-06 12:03:06,173,284.44ms
2022-04-06 12:03:07,174,299.79ms
2022-04-06 12:03:08,175,286.16ms
